title,vote_average,vote_count,overview
Pimp My Ride,2.2,19,"This film documents the coal miners' strike against the Brookside Mine of the Eastover Mining Company in Harlan County, Kentucky in June, 1973. Eastovers refusal to sign a contract (when the miners joined with the United Mine Workers of America) led to the strike, which lasted more than a year and included violent battles between gun-toting company thugs/scabs and the picketing miners and their supportive women-folk. Director Barbara Kopple puts the strike into perspective by giving us some background on the historical plight of the miners and some history of the UMWA."
King Kong Pinball,7,6,"Joe Dante directs this story of the glamour, the glitter, the magical allure of Hollywood... and not a speck of it rubs off on Miracle Pictures, where ""If it's a good picture, it's a Miracle."" This is a hilarious tribute to the unsung heroes who grind out the B movies massacred by critics, but nursed fondly in the hearts of film fans everywhere."
Happy Feet,4.5,11,A German Marquise has to deal with a pregnancy she cannot explain and an infatuated Russian Count.
Bomberman Land Touch!,8.5,10,"A common thief (Depardieu) breaks into the house of a professional dominatrix (Ogier), and begins to help her ""train"" her clients. Though this world is alien to his experience, he finds himself falling in love with her. Eventually he discovers that she does this in order to support her son, and he attempts to help her out of this life, which she is not sure she really wants to leave."
Over the Hedge: Hammy Goes Nuts!,6.5,81,Handsomely-mounted historical epic concerns the birth of the Islamic faith and the story of the prophet Mohammed.
Arthur and the Invisibles: The Game,7.5,41,"Tom Logan is a horse thief. Rancher David Braxton has horses, and a daughter, worth stealing. But Braxton has just hired Lee Clayton, an infamous ""regulator"", to hunt down the horse thieves; one at a time."
Super Mario 64,9,8,"Olga Voznesenskaya is a silent screen star whose pictures are so popular that underground revolutionaries risk capture to see them. She's in southern Russia filming a tear-jerker as the Bolsheviks get closer to Moscow. Although married, she spends time every day with Victor Pototsky, the film's cameraman. Gradually, it comes to light that Victor uses his job as a cover for filming White atrocities and Red heroism: he's a Bolshevik. He asks her for help, and she discovers meaning in her otherwise flighty and self-centred life. Love blooms. Will the Red forces arrive in time to save them from a suspicious White military leader? Will she find courage?"
Ms. Pac-Man,7,101,"A somewhat daffy book editor on a rail trip from Los Angeles to Chicago thinks that he sees a murdered man thrown from the train. When he can find no one who will believe him, he starts doing some investigating of his own. But all that accomplishes is to get the killer after him."
Rayman Raving Rabbids,5,27,"Up! is a 1976 soft core sex comedy film directed by American filmmaker Russ Meyer. The plot centers around a bizarre murder mystery involving the death of former Nazi Adolf Schwartz, a caricature of Adolf Hitler, who was living in hiding in a Bavarian style castle in Northern California.Kitten Natividad plays the ""Greek Chorus"", who appears nude between scenes throughout the film to provide narration, plot details, and updates."
Gradius,7,43,A couple of English tourists arrive on an island where all the children have gone crazy and are murdering the adults.
Star Wars: Lethal Alliance,7,16,"Movie detailing ABBA's mega-successful tour of Australia during mid-1977. While it mostly contains back-stage footage and as well as ABBA's famous songs such as ""Dancing Queen"", ""Tiger"", ""Name Of The Game"" and ""Eagle"" among others sung filmed during their concerts in Sydney, Melbourne, Perth and Adelaide, it has the sub-plot of young country and western radio disc-jockey, Ashley, whose boss orders"
Tom Clancy's Rainbow Six: Vegas,8.4,57,"A scientist creates Proteus, an organic super computer with artificial intelligence which becomes obsessed with human beings, and in particular the creators wife."
Tomb Raider: Legend,6.1,86,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goings-on. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, ""high anxiety,"" in order to clear his name."
Lemmings,7.5,34,At Bertrand Morane's burial there are many of the women that the 40-year-old engineer loved. In flashback Bertrand's life and love affairs are told by himself while writing an autobiographical novel.
Shrek Smash n' Crash Racing,5.9,6,"Director Paul Morrissey applies a hefty dose of humor to Sir Arthur Conan Doyle's classic detective story in this interpretation of The Hound of the Baskervilles. Comedian Peter Cook takes on the role of brilliant detective Sherlock Holmes, who's not so gifted here as he relegates much of the investigation of demonic dogs to his bumbling sidekick, Watson (Dudley Moore), while he spends time with his mother and searches for an assistant."
Flyboys Squadron,6.6,6,"Family honor, greed, machismo, homophobia, and the dreams of whores collide in a Mexican town. Rich, elderly Don Alejo is poised to sell the town for a profit, needing only to buy a whorehouse to own all the buildings and close the deal. It's owned by a man and his daughter: Manuelita is gay, aging, afraid; he cross-dresses and entertains as a flamenco dancer; he wants to sell and leave. His daughter wants to stay. The return of Pancho complicates things: he's a hothead Alejo tries to control and he scared Manuelita the year before. Things come to a head as Pancho breaks Alejo's hold on him, then flirts and dances with Manuelita and finds himself at risk of being called a ""maricón."""
Golden Axe,6.5,70,"An egotistical saxophone player and a young singer meet on V-J Day and embark upon a strained and rocky romance, even as their careers begin a long uphill climb."
Shrek Smash n' Crash Racing,5,13,"Clive Langham (Sir John Gielgud) spends one tormenting night in his bed suffering from health problems and thinking up a story based on his relatives. He is a bitter man and he shows, through flashbacks, how spiteful, conniving and treacherous his family is. But is this how they really are or is it his own vindictive slant on things?"
Happy Feet,7.7,104,Four exiled international criminals on the run hide out in a remote Nicaraguan village whose economy is dependent on an oil company. An oil well 200 miles away catches fire and can be extinguished only with explosives. The criminals are given a chance to earn a great deal of money by transporting highly volatile and sensitive explosives through hazardous and rugged terrain full of obstacles and danger.
Duckshot,7,16,"When her daughter joins a ballet company, a former dancer is forced to confront her long-ago decision to give up the stage to have a family."
Mensa Genius Challenge,5,28,The story of the rise and fall of the Pre-Fab Four.
Super Swing Golf,7.3,5,"General George S. Patton died in a car accident in 1945. However, now speculates that his death was actually a murder carefully prepared by his staff to cover a large theft of gold."
Pimp My Ride,2.9,134,"In order to protect the reputation of the American space program, a team of scientists stages a phony Mars landing. Willingly participating in the deception are a trio of well-meaning astronauts, who become liabilities when their space capsule is reported lost on re-entry. Now, with the help of a crusading reporter,they must battle a sinister conspiracy that will stop at nothing to keep the truth"
Rock 'em Sock 'em Robots,3.5,27,"A kung-fu student is instructed by his dying teacher to track down five of the teacher's ex-students. Each of the five is equipped with a lethal martial arts skill, and the teacher fears this might be used for evil purposes. However, not only does the teacher not know the identity of the students (who all wore masks under his training), but some of the students also don't know each other!"
National Lampoon's Greek Games,3,28,"A documentary about the men who run a pet cemetery, and the men and women who bury their pets."
Gradius,7,6,"Kao has purchased a new wife, but an enemy has paid her more money to kill him. Kao must recruit a pair of swordsmen to help defend himself and his family from his ruthless enemy. But Kao has his dark side as well. A complex early action film from master director Woo."
Lost Planet: Trag Zero,6,8,"Stella Johnson is a single mother living in the town of Harper Valley. Most of the townsfolk, particularly those on the school PTA, think she is a little too liberal so they're making things tough for her and her daughter. So she runs for the position of PTA President, which infuriates them. Stella decides to get revenge with the help of her friends."
Final Fantasy V Advance,8.5,76,"Bilbo Baggins the Hobbit was just minding his own business, when his occasional visitor Gandalf the Wizard drops in one night. One by one, a whole group of dwarves drop in, and before he knows it, Bilbo has joined their quest to reclaim their kingdom, taken from them by the evil dragon Smaug. The only problem is that Gandalf has told the dwarves that Bilbo is an expert burglar, but he isn't..."
GripShift,7,3,"Andras Varda grows up in a turbulent, war-torn Hungary, where he procures local girls for the occupying G.I.'s during World War II. Disappointed by girls of his age, he meets Maya, a married women in her thirties, who tutors him in the lessons of love and romance. Maya is only the first of many mature women that Andras will meet through his teenage and young adult life."
Lost Planet: Extreme Condition,8.5,10,"Politicians scheme to clone themselves, assuring immortal life."
24: Agent Down,8,18,A young woman discovers that the pesticide being sprayed on vineyards is turning people into killer zombies.
Rocky Legacy,5.3,12,"Already in his childhood, Pablo Picasso shows talent for painting and is sent to the Academy of Arts in Madrid. He becomes a painter but has to live in Paris in poverty. But one day he is discovered by a rich American millionaire and starts to earn money. But he wastes his talent by painting plates. He meets the famous people of the 1920s; Gertrude Stein, Alice B. Toklas, Appolinaire, Hitler and Churchill. Plot by Mattias Thuresson."
March of the Penguins,4.5,68,"Everyone abuses and humiliates a downtrodden orphan (Chan) until he befriends an old man, who turns out to be the last master of the ""snake fist"" fighting style. Jackie becomes the old man's student and finds himself in battle with the master of the ""eagle's claw"" style, who has vowed to destroy the snake fist clan."
Bionicle Heroes,8,10,"Muffin's wedding to Dino Corelli is to be a big affair. Except the ageing priest isn't too sure of the ceremony, only the families actually turn up as the Corelli Italian connection is suspect, security guards watch the gifts rather over-zealously, and Dino's grandma expires in bed just as the reception starts. Could be quite an occasion."
Far Cry Vengeance,4,1,"In this documentary, the director follows the day-to-day activities of his retarded, middle-aged cousin Philly, over a three-year period."
Rock 'em Sock 'em Robots,1.5,257,"In this sequel to Les Bronzes (1978) summer has passed, but that doesn't mean the fun has to end for Bernard, Nathalie, Gigi, Jerome, Popeye, Jean-Claude, and Christiane."
Golden Axe,6.5,28,"An absurd black comedy that cunningly reverses the conventions of the crime thriller to comment on the alienating and dehumanizing effects of contemporary urban life. Alphonse Tram is unwittingly involved in several murders despite having no memory of committing the crimes. His confusion lead him to confess to his neighbour, Inspector Morvandieu. Alphonse and Morvandieu become the axis around which murders occur."
Go! Sudoku,7.1,146,"""Hair"" is a 1979 musical war comedy-drama film adaptation of the 1968 Broadway musical ""Hair: An American Tribal Love-Rock Musical"" about a Vietnam War draftee, Claude, who meets and befriends a tribe of long-haired hippies on his way to the army induction center.
 Claude heads to New York upon receiving his draft notice, leaving the family ranch in Oklahoma. He arrives in New York where he is rapidly indoctrinated into the youth subculture before reporting in for boot camp."
Tomb Raider: Legend,5.5,20,"The film's plot is based on the Kennedy assassination and subsequent investigation. The film begins with the assassination of President Marc Jarry, who is about to be inaugurated for a second six-year term of office. Henri Volney, state attorney and member of the commission charged with investigating the assassination (based on the Warren Commission) refuses to agree to the commission's final findings. The film portrays the initial controversy about this, as well as Volney and his staff's reopening of the investigation."
Metal Slug Anthology,7.2,26,"In preparation for his daughter's wedding, dentist Sheldon Kornpett meets Vince Ricardo, the groom's father. Vince, a manic fellow who claims to be a government agent, then proceeds to drag Sheldon into a series of chases and misadventures from New York to Central America."
Star Trek: Legacy,7,30,"Dracula and Renefield relocate to 70's era New York in search of Cindy Sondheim (the reincarnation of Dracula's one true love, Mina Harker). ""Trouble adjusting"" is a wild understatement for the Count as he battles Cindy's psychiatrist, Jeffrey Rosenberg (a descendant of Van Helsing who changed his name for professional reasons?), who may almost certainly, possibly, may be in love with Cindy too."
Eragon,6.4,17,"While touring in Italy, a recently-widowed American opera singer has an incestuous relationship with her 15-year-old son to help him overcome his heroin addiction."
Chicken Little: Ace in Action,7.5,28,An actress suffers an emotional uproar in her personal life after a fan dies trying to see her.
Super Shove It!,7.7,18,"During a future ice age, dying humanity occupies its remaining time by playing a board game called Quintet. For one small group, this obsession is not enough. They play the game with living pieces, and only the winner survives."
Bionicle Heroes,7.9,12,"Horsemouth, a drummer living in a ghetto of Kingston plans to make some extra money selling and distributing records. He buys a motorcycle to carry them to the sound systems around the island."
Justice League Heroes,6,5,"A divorced man falls in love, but somehow he can't get over his ex-wife. This effects his love life in comic ways. Based on Dan Wakefield's novel. Burt Reynolds is an attractive middle-aged man who suffers a crisis of confidence when ditched by his ambitious singer wife (Candice Bergen), until he begins to forge a new new relationship with an equally insecure teacher (Jill Clayburgh). But when the wife attempts a reconciliation - seduction followed by a truly excruciating song she has composed for him - he realizes where his loyalty lies."
Egg vs. Chicken,6.5,4,Reine is supposed to go to a summercamp called 'Childrens island' but decides to remain in Stockholm over the summer while his mother is working at a hotel. She thinks he is at the camp and he tells her he his. We then follow him around Stockholm that summer and see what he encounter on the path of life.
Sam & Max: Season One -- Episode #2: Situation: Comedy,7.8,3,"Tommy takes up temporary housing in a New York neighborhood plagued by a violent gang called the Souls. Tommy is waiting for his next assignment as a seaman and though he tries to avoid the gang and his neighbors, it does not work. Soon he is battling the Souls and not only changing their attitudes, but the attitudes of his previously intimidated neighbors as well."
Special Crime Unit: Blood on Campus,8,41,"An Earth Man and his alien friend escape an exploding Earth, and set forth on an odd adventure across the universe with a known fugitive. Based on the book by Douglas Adams, the dialog follows the book closely. This was originally a 6-part series from the BBC"
Karaoke Revolution Presents: American Idol,8.4,0,"The mass murder of Jewish people by the Nazi regime is chronicled, with a warning that anti-Semitism is on the rise and the events of the Holocaust could happen again. The history of European Jewish culture and events before and during the Holocaust are seen in newsreels, photographs, and animated segments. The words of the victims of the era are read, and footage from the liberation os a concentration camp is shown."
Oasis [2006],7.2,7,"Peter-No-Tail is a cat who's born without a proper tail on a farm by the Swedish countryside. Due to economical difficulties, the farmer is forced to get rid of Peter. The farmer can't bring himself to drown the cat, so he sneaks Peter inside the car of a family who are renting a house close to the farm for their summer vacation. When the family finally reach their home in Uppsala, Sweden, they find Peter and decide to keep him. Without a tail, he becomes the talk of the town among the other cats and, especially Mike, who teases him cruelly. Mean Mike and his two companions, Bill and Bull,  are notorious for the nasty tricks they like to play on other cats. Mike is currently trying to court Molly Silk-Nose, but his rough and silly approach does not impress her, since she becomes interested in the kind and gentle Peter. But Mike won't give up that easily and he has a plan for how he'll get his revenge."
Diamond Rush,7.2,8,"In a lake high in the mountains of New Zealand hunter Gibbie Gibson discovers a plane wreck from WW2. When he tells it around, a gang of crooks follows and threatens him and his daughter, because they know there are 50 million dollars in the wreck. Helicopter pilot Barney helps Gibbie against them, risking his life thereby."
Star Wars: Lethal Alliance,4.5,12,"Called out of retirement to settle the affairs of a friend, Smiley finds his old organization, the Circus, so overwhelmed by political considerations that it doesn't want to know what happened. He begins to follow up the clues of his friends past days, discovering that the clues lead to a high person in the Russian Secret service, and a secret important enough to kill for. Smiley continues to put together the pieces a step ahead or a step behind the Russian killers"
Ecco the Dolphin,7,12,"During the French Revolution, a mysterious English nobleman known only as The Scarlet Pimpernel (a humble wayside flower), snatches French aristos from the jaws of the guillotine, while posing as the foppish Sir Percy Blakeney in society. Percy falls for and marries the beautiful actress Marguerite St. Just, but she is involved with Chauvelin and Robespierre, and Percy's marriage to her may endanger the Pimpernel's plans to save the little Dauphin"
Kim Possible: What's the Switch?,7.6,68,Mick O'Brien is a young Chicago street thug torn between a life of petty crime and the love of his girlfriend. But when the heist of a local drug dealer goes tragically wrong Mick is sentenced to a brutal juvenile prison where violence is a rite of passage and respect is measured in vengeance.
Ecco the Dolphin,7,29,"A powerful statement against war, Barefoot Gen is a story about the effect of the atomic bomb on a boy's life and the lives of the Japanese people."
Ice Hockey,7,117,"Officer Frank Murphy, an experienced LAPD helicopter pilot, is given command of the advanced new ""Blue Thunder"" chopper. But he begins to wonder why the LAPD would need a helicopter so powerful and why it is such a secret."
Blazing Angels: Squadrons of WWII,7,18,The tale of a hapless group of cabbies and a rundown cab company owned by Harold. Albert comes to town with a dream of starting his own cab company but needs to motivate Harold's employees to want to make something out of themselves. It is only when Albert is kidnapped that the cabbies must decide whether or not they are loyal to Albert and his cause.
Tom Clancy's Rainbow Six: Vegas,7.6,97,"The film portrays a fictional nuclear war between NATO forces and the Warsaw Pact that rapidly escalates into a full scale exchange between the United States and the Soviet Union, focusing on the residents of Lawrence, Kansas, and Kansas City, Missouri, as well as several family farms situated next to nearby nuclear missile silos."
Micro Machines V4,5.7,13,"Arms dealers from several companies vie to sell the most expensive and highest tech weapons to a South American dictator. There are complications; understanding the exact nature of how 'gifts' are used to grease the wheels of a sale, a religious conversion from one of the salesman and a romance that begins to grow between two competitors."
Heroes of Might and Magic V: Hammers of Fate,6.5,20,A shy but gentle man named Clifford Skridlow is a professor of comparative literature at the financially-strapped fictional Monroe College in Chicago. A chance encounter with four beautiful women at a restaurant changes his life forever.
Bionicle Heroes,7.9,104,"Taped live and in concert at Constitution Hall in Washington, D.C. in August, 1983, Eddie Murphy: Delirious captures Eddie Murphy's wild and outrageous stand-up comedy act, which he performed in New York and eighteen other cities across the U.S. to standing-room-only audiences. Eddie's comedy was groundbreaking, completely new, razor sharp and definitely funny.Eddie Murphy pontificates in his own vulgarly hilarious fashion on everything from bizarre sexual fantasies to reliving the family barbecue, and is peppered with Eddie's one-of-a-kind wit. Laugh along as Eddie reminiscences of hot childhood days and the ice cream man intermixed with classic vocal parodies of top American entertainers.Experience Eddie Murphy at his best, live and red hot! Delirious! Uncensored and Uncut!"
Blitz: Overtime,6.2,14,"Brother and sister Enrique and Rosa flee persecution at home in Guatemala and journey north, through Mexico and on to the United States, with the dream of starting a new life."
SEGA Genesis Collection,8.5,10,"A happily married woman comes to realize herself of being a repressed lesbian after she has an affair with a female college professor, and then tries to come to terms with her newfound lifestyle."
Tennis,5.5,88,"In 1942, British soldier Jack Celliers comes to a japanese prison camp. The camp is run by Yonoi, who has a firm belief in discipline, honour and glory. In his view, the allied prisoners are cowards when they chose to surrender instead of commiting suicide. One of the prisoners, interpreter John Lawrence, tries to explain the japanese way of thinking, but is considered a traitor."
Chicken Little: Ace in Action,7.6,4,"In spite of being apprenticed to a Pirate King as a child, Frederic has led a very sheltered life. So when he arrives in Penzance with his boisterous shipmates, there are a few surprises in store for him! It all ends happily, but not before he's dodged the Old Bill, fallen in love and made some rather inconvenient discoveries."
Lucinda Green's Equestrian Challenge,6.6,8,"A team of scientists working to raise a sunken Russian nuclear submarine on an ocean platform off the coast of Miami, Florida, unearth an ancient Atlantean relic from the sea floor and bring in an expert to make some sense of it. But while attempting to raise the sub, radioactive leakage from its missles triggers the re-emergence of Atlantis, and the resulting tidal wave destroys the platform and leaves only a small group of survivors. Rescued by two Vietnamvets-turned-heavies who are out relaxing after their latest job, their boat eventually runs aground on a Carribean island nearby where, upon going ashore, it is discovered that everything has been destroyed and everybody killed. The culprits, a vicious group of well-armed raiders, and their leader, Crystal Skull, are descendants of Atlantis' original race who set about reclaiming the world and adding the survivors to the list of victims as they struggle to stay alive and defeat the raiders and send Atlantis back to the ocean floor."
Winning Eleven: Pro Evolution Soccer 2007,8.3,16,"The protagonist is Carmen X, a female member of a terrorist gang. She asks her uncle Jean, a washed-up film director if she can borrow his beachside house to make a film with some friends, but they are in fact planning to rob a bank. During the robbery she falls in love with a security guard. The film intercuts between Carmen's escape with the guard, her uncle's attempt to make a comeback film, and a string quartet attempting to perform Beethoven."
Jet Moto,7,27,A malevolent rock star kidnaps a female singer to force her to participate in the summoning of a demon and her band must help her stop him.
Super Mario World,8.5,6,"Martinique, in the early 1930s. Young José and his grandmother live in a small village. Nearly everyone works cutting cane and barely earning a living. The overseer can fine a worker for the smallest infraction. The way to advance is to do well in school. José studies hard and succeeds in an exam allowing him to attend school in the capital. With only a partial scholarship, the tuition is very costly. José and his grandmother move to Fort-de-France to make José's studies easier..."
Winning Eleven: Pro Evolution Soccer 2007,8.6,141,"Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on."
Winning Eleven: Pro Evolution Soccer 2007,8.5,14,"This sensuously beautiful film chronicles the activities of four sisters who gather in Kyoto every year to view the cherry blossoms. It paints a vivid portrait of the pre-war lifestyle of the wealthy Makioka family from Osaka, and draws a parallel between their activities and the seasonal variations in Japan."
Phoenix Wright: Ace Attorney,7.8,19,"Paul Snider is a narcissistic, small time hustler who fancies himself a ladies man. His life changes when he meets Dorothy Stratten working behind the counter of a Dairy Queen."
Fuzion Frenzy 2,6,39,"Disgusted with criminals escaping the judicial system via technicalities, an idealistic young judge investigates an alternative method for punishing the guilty."
Pool Pro Online II,8,18,"Charlie's ex-wife disappears, and he goes to where she grew up--a rural town in the midwest--to look for her. But, surprisingly, nobody knows about her or any of her many relatives, the Newmans. He meets aliens; but when he contacts the FBI, they don't believe him. He tells his story to a tabloid; and suddenly, he is chased by the aliens."
Rogue Galaxy,8.7,14,"Stroker Ace, a champion NASCAR driver, is standing at the top of his career, but is getting fed up with having to do as he's told. In between rebelling against his sponsor (a fried chicken chain)'s promotion gimmicks (like making him dress up in giant chicken suit) he spends the rest of the movie trying to bed the buxom Pembrook."
Hard Rock Casino,4.5,49,"A bad Polish actor is just trying to make a living when Poland is invaded by the Germans in World War II. His wife has the habit of entertaining young polish officers while he's on stage, which is also a source of depression to him. When one of her officers comes back on a Secret Mission, the actor takes charge and comes up with a plan for them to escape. remake of Ernst Lubitsch's 1942 black comedy with the same name."
The Shield,2.1,164,"Four directors collaborated to remake four episodes of the popular television series 'The Twilight Zone' for this movie. The episodes are updated slightly and in color (the television show was in black-and-white), but very true to the originals, where eerie and disturbing situations gradually spin out of control. ""A Quality of Mercy"", ""Kick the Can"", ""It's a Good Life"", and ""Nightmare at 20,000 Feet""."
SpongeBob Squarepants: Creature from the Krusty Krab,4.5,32,"An alcoholic writer begins having visions apparently warning him of impending danger. After he delivers a lecture, he begins an affair with a woman from the audience. The visions intensify, however, and begin to threaten his relationship with the woman, since it may be her the visions are warning against."
Mario Kart 64,7.9,18,"When household tensions and a sense of worthlessness overcome Evan, he finds escape when he clings with the orphans of a throw-away society. The runaways hold on to each other like a family until a tragedy tears them apart."
World of Warcraft: The Burning Crusade,8.8,44,"For years Yellowbeard had looted the Spanish Main, making men eat their lips and swallow their hearts. Caught and convicted for tax evasion, he's sentenced to 20 years in St. Victim's Prison for the Extremely Naughty. In a scheme to confiscate his fabulous treasure, the Royal Navy allows him to escape and follows him, where saucy tarts, lisping demigods and some awful puns and punishments await."
Open Season,6,28,"In spring 1976, a 19-year-old beauty, her German-born mother, and her crippled father move to the town of a firefighter nicknamed Pin-Pon. Everyone notices the provocative Eliane. She singles out Pin-Pon and soon is crying on his shoulder (she's myopic and hates her reputation as a dunce and as easy); she moves in with him, knits baby clothes, and plans their wedding. Is this love or some kind of plot? She asks Pin-Pon's mother and aunt about the piano in the barn: who delivered it on a November night in 1955? Why does she want to know, and what does it have to do with her mother's sorrows, her father's injury, this quick marriage, and the last name on her birth certificate?"
Battlestations: Midway,8.5,24,"Set in the 1930s, Guy Bennett and Tommy Judd are friends because they are both outsiders in their own ways. Bennett is openly gay, Judd is a Marxist. It explores his homosexuality and exposure to Marxism, while examining the hypocrisy and snobbery of the English public school system. The film is loosely based on the life of the spy and double agent Guy Burgess."
Rally Cross,6,14,"Paris by night. Alex, 22, wants to become a filmmaker. He is fascinated by first times and his girlfriend, Florence, has just left him for his best friend, Thomas. First break-up, first attempted murder: Alex tries to strangle Thomas, but gives up and wanders the streets. That evening, Mireille, a girl from provincial France who has come up to Paris to make commercials, is left by her boyfriend. Alex witnesses this separation. These two tormented souls run into each other at a party..."
Contra III: The Alien Wars,8,3,"Several lost-soul night-owls, including a nightclub owner, a talkback radio relationships counseller, and an itinerant stranger have encounters that expose their contradictions and anxieties about love and acceptance."
Tekken 2,6.2,42,An old bitter miser who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve.
Desperate Housewives,7.5,40,"11-year-old Davey's mother is dead and his father doesn't spend nearly enough time with him. So the boy loses himself in video games--and even has an imaginary friend, a super-resourceful secret agent. When he accidentally comes into possession of a spy group's secret plans, and winds up on the run from them, he must learn to rely on himself and his imaginary pal to save his skin. But, in the end, Dad proves to be his real hero."
Contra III: The Alien Wars,8,13,Radio host Alan Bird witnesses how an icecream van is attacked and destroyed by angry competitors. This leads him into the struggle between two Italian families over the icecream market of Glasgow.
Sonic the Hedgehog (Genesis),8,9,"World Chess Champion Akiva Liebskind (Michel Piccoli) faces his former pupil Pavius Fromm (Alexandre Arbatt), who defected to the West from the Soviet Union five years earlier, for the World Chess Championship in Geneva, Switzerland. The tension and strategies between the players draw parallels to the political conflicts and ideologies between East and West during the Cold War."
Jewel Quest Solitaire,8.5,37,"Miles buys himself a state-of-the-art computer that starts expressing thoughts and emotions after a having champagne spilled down on him. Things start getting out of hand when both Miles and Edgar, how the computer calls himself, fall in love with Madeline, an attractive neighbour."
Battlestations: Midway,8.5,46,"The Towani family civilian shuttlecraft crashes on the forest moon of Endor. The four Towani's are separated. Jermitt and Catarine, the mother and father are captured by the giant Gorax, and Mace and Cindel, the son and daughter, are missing when they are captured. The next day, the Ewok Deej is looking for his two sons when they find Cindel all alone in the shuttle (Mace and Cindel were looking for the transmitter to send a distress call), when Mace appears with his emergency blaster. Eventually, the four-year old Cindel is able to convince the teenage Mace that the Ewoks are nice. Then, the Ewoks and the Towani's go on an adventure to find the elder Towanis."
The Sopranos Bada Bing! Manager,7.3,41,"Ex-gangster Willie Parker has betrayed his former ""colleagues"" and now lives in Spain where he thinks he can hide from their vengeance..."
Supreme Commander,9,50,"The time is the distant future, where by far the most precious commodity in the galaxy is water. The last surviving water planet was somehow removed to the unreachable centre of the galaxy at the end of the galactic trade wars. The galaxy is ruled by an evil emperor (John Carradine) presiding over a trade oligarchy that controls all mining and sale of ice from asteroids and comets."
Space Harrier II,5,14,"Alternating between the past and the present, a precocious little girl sues her selfish, career-driven parents for emancipation, surprising them both."
Project Gotham Racing Mobile 3D,8.5,1,A mockumentary that depicts the final concert of Yosh and Stan Shmenge aka the Happy Wanderers.
Crash Bandicoot,7.5,6,"Twenty-three-year old Peter Foster is an only child who lives at home, where he constantly hears his parents arguing. Because Peter does nothing all day, the family goes to a clinic where a therapist videotapes them. After Peter watches his tape, he views the tape of a troubled Armenian family, who gave their only son away for adoption when they arrived in Canada. Peter decides to visit this family, and he pretends to be their son, Bedros Deryan. The Deryan family welcomes him with open arms, and Peter tries to patch up the poor relationship between George Deryan and his daughter Azah. Written by Will Gilbert"
Deal or No Deal,3.1,10,"""He who has two women loses his soul, he who has two houses loses his mind."" So it goes with Louise played by Pascale Ogier who is dissatisfied with her mundane life in a bleak Parisian new-town. She rents a pied-à-terre in the city so she can experience independence."
Fossil League: Dino Tournament Championship,6.5,15,"Henry and Nicky are small town pals from blue collar families with only a short time before they ship off to World War II. Henry begins romancing new-to-town Caddie Winger, believing her to be wealthy. Mischievious and irresponsible, Nicky gets into trouble which forces the other two to become involved, testing their relationship, as well as the friendship between the boys."
Final Fantasy VI Advance,9,65,"Little Billy witnesses his parents being brutally murdered by Santa. When, years later, he has to fill in for an absent in-store Santa Claus, his traumas materialise once again."
Urban Champion,2.5,26,"A true twentieth-century trailblazer, Harvey Milk was an outspoken human rights activist and one of the first openly gay U.S. politicians elected to public office; even after his assassination in 1978, he continues to inspire disenfranchised people around the world. One of the first feature documentaries to address gay life in America, The Times of Harvey Milk is a work of advocacy itself, bringing Milk’s message of hope and equality to a wider audience. This exhilarating trove of original documentary material and archival footage is as much a vivid portrait of a time and place as a testament to the legacy of a political visionary."
Gradius Neo,7.3,4,"Most notable as being Donnie Yen's first film and starring role, Drunken Tai Chi is one of Yuen Woo Ping's funniest films and possesses all of the elements of a great comedic kung fu epic."
Paws & Claws: Pet Vet,6,37,"Almodóvar has described his fourth film as a homage to Italian Neorealism, although this tribute also involves jokes about paedophilia, prostitution, and a telekenetic child. The film, set in the towerblocks around Madrid, depicts female frustration and family breakdown."
Military Madness [1990],7.5,71,"At the turn of the century on Prince Edward Island, Matthew Cuthbert and his sister Marilla decide to take on an orphan boy as help for their farm. But they get an unexpected jolt when they're mistakenly sent a girl instead: Anne Shirley. Anne's a dreamer with an unusual point of view, far removed from Marilla's pragmatic ways, and it's only on trial that Marilla agrees to keep Anne."
Military Madness [1990],7.5,122,"Obelix falls for a new arrival in his home village in Gaul, but is heartbroken when her true love arrives to visit her. However, the lovers are kidnapped by Romans; Asterix and Obelix set out to rescue them on a dangerous journey that will involve gladiators, slavers and beauracracy - and a personal encounter with the Emperor himself, Julius Caesar..."
Comix Zone,7.5,9,"Set during the days of the Roman Empire. A simple village is raided by Roman troops, and most of the people are whisked off to be slaves or killed. Three women survive and set off to liberate their people. When they arrive at the Roman city, they team up with the local underground to seek vengeance and liberation of the slaves"
Comix Zone,7.5,1,"An advertising firm, desperate to keep an account from a financially-ailing brewery, concocts a macho ad campaign centering on three losers who inadvertently prevent a robbery at a bar."
The Legend of Zelda,9,5,"An advertising executive dies and goes to hell... except nothing changes. Well, his daughter is buying drugs with sexual favours from her brother, and the number of cancer-causing products is on the increase. But the notes he writes to himself to prove he hasn't gone insane are getting more disjointed, and he runs off with an ex-prostitute called Honey Barbera."
