overview,title,vote_average,vote_count
"In turn-of-the-century Mississippi, an 11-year-old boy comes of age as two mischievous adult friends talk him into sneaking the family car out for a trip to Memphis and a series of adventures.",The Reivers,5.9,17
"Three elderly distinguished gentlemen are searching for some excitement in their boring borgoueis lives and gets in contact with one of count Dracula's servants. In a nightly ceremony they restore the count back to life. The three men killed Dracula's servant and as a revenge, the count makes sure that the gentlemen are killed one by one by their own sons.",Taste the Blood of Dracula,5.9,42
"In the 1950s, Ludvik Jahn was expelled from the Communist Party and the University by his fellow students, because of a politically incorrect note he sent to his girlfriend. Fifteen years later, he tries to get his revenge by seducing Helena, the wife of one of his accusers.",The Joke,6.4,9
"Racial tensions threaten to explode when a black man is elected sheriff of a small, racially divided town in the Deep South.",...tick... tick... tick...,6.2,7
"Brewster is an owlish, intellectual boy who lives in a fallout shelter of the Houston Astrodome. He has a dream: to take flight within the confines of the stadium. Brewster tells those he trusts of his dream, but displays a unique way of treating others who do not fit within his plans.",Brewster McCloud,6.7,15
A hitman is double-crossed by his girlfriend and barely escapes a murder attempt. He then sets out to take his revenge on the woman and the gang boss who put her up to it.,Violent City,6.9,7
"Ass-breaker Dingus Magee is looking for a gold train when he comes upon old acquaintance Hoke Birdsill on stage to San Francisco, and robs him of his money. Hoke goes to the nearby town of Yerkey's Hole, where Belle Knops is both mayor and bordello-mistress. She appoints Hoke Town Sheriff and tries to get him to stir up the Indians so the soldiers at the nearby fort (the main customers) won't go to Little Big Horn. Dingus tries to stir up more trouble and get involved with the pale, baby-talking Indian, Anna. The film is a send-up of the oft-repeated phrase ""the Code of the West"" and exaggerates it and what it stands for into the ridiculousness that it is.",Dirty Dingus Magee,5.8,4
"By turns tragic and transcendent, Akira Kurosawa’s film follows the daily lives of a group of people barely scraping by in a slum on the outskirts of Tokyo. Yet as desperate as their circumstances are, each of them—the homeless father and son envisioning their dream house; the young woman abused by her uncle; the boy who imagines himself a trolley conductor—finds reasons to carry on. The unforgettable Dodes’ka-den was made at a tumultuous moment in Kurosawa’s life. And all of his hopes, fears, and artistic passion are on fervent display in this, his gloriously shot first color film.",Dodes'ka-den,6.7,22
A giant creature attacks Japan during the World Fair and its up to Gamera to stop it. But the monster injects Gamera with its offspring and a research team must take a craft into Gamera's body to eliminate the parasite.,Gamera vs. Jiger,5.5,6
"On the eve of his wedding, on holiday on the Lake Annecy shore, a career diplomat visits an old acquaintance, perhaps a former girlfriend. Through her he meets an intense teenager, Laura, and then lusts after her sister, Claire. Whilst Laura attempts to flirt with him, his fantasy becomes focused on wanting to caress Claire's knee.",Claire's Knee,7.4,35
"Vietnam vet John Rubin returns to New York and rents a rundown flat in Greenwhich Village. It is in this flat that he begins to film, 'Peeping Tom' style, the people in the apartment across the street. His obsession with making films leads him to fall in with a radical 'Black Power' group, which in turn leads him to carry out a bizarre act of urban terrorism.","Hi, Mom!",5.8,20
"The story of vampire Barnabas Collins, the possible cure offered by Dr. Julia Hoffman, and his search for love amidst the horror.",House of Dark Shadows,6.7,13
"The youngsters puppy love is set against a backdrop of adults that struggle with their own lives. Her fathers feeling of misery and failure at work, her aunts unhappiness as an unmarried woman without kids of her own. His father work at the paintshop-business and his worries about the mentally ill grandfather. Against the adults the young couples love is so sweet and sensual, so innocent and beautiful. As a couple in love, they don't care about anything but themselves and seems totally unaware about everything that surrounds them.",A Swedish Love Story,7.5,32
"At the age of twenty-nine, Elgar Enders ""runs away"" from home. This running away consists of buying a building in a black ghetto in the Park Slope section of Brooklyn. Initially his intention is to evict the black tenants and convert it into a posh flat. But Elgar is not one to be bound by yesterday's urges, and soon he has other thoughts on his mind.",The Landlord,5.5,9
"Under hypnosis while trying to quit smoking, the main character Daisy Gamble revisits past lives and different personalities",On a Clear Day You Can See Forever,6,12
"A young gangster Chas Devlin (James Fox) seeks refuge from the mob in a basement belonging to a reclusive, fading rock star Turner (Mick Jagger). In 'underworld' terms, Chas is a 'performer', a gangster with a talent for violence and intimidation. After taking a trip, he begins to cross dress and experiment with his sexuality. The directorial debut of Nicolas Roeg explores both the liberating impulses and threat of anarchy which provided the twin motors of the 'Swinging Sixties'.",Performance,6.9,46
"A stowaway (Stanisław Tym) sneaks aboard a ship departing on a cruise down the Vistula River. The captain takes him for a Communist Party cultural coordinator and the intruder gladly adapts to his new role, immediately setting to work at manipulating the passengers and crew into silly and vaguely humiliating games. Before long, Tym has got everyone under his thumb and created his own comedic dictatorship.",A Trip Down the River,7.8,11
"At the end of the Spanish civil war, Fando, a boy of about ten, tries to make sense of war and his father's arrest. His mother is religious, sympathetic to the Fascists; his father is accused of being a Red. Fando discovers that his mother may have aided in his father's arrest. Sometimes we witness Fando imagining explanations for what's going on; sometimes we see him at play, alone or with his friend Thérèse. Oedipal fantasies and a lad's natural curiosity about sex and death mix with his search for his mother's nature and his father's fate. Will Fando survive the search?",Long Live Death,6.1,8
"The setting is the east shore of the Caspian Sea (today's Turkmenistan) where the Red Army soldier Fyodor Sukhov has been fighting the Civil War in Russian Asia for a number of years. After being hospitalised and then demobbed, he sets off home to join his wife, only to be caught up in a desert fight between a Red Army cavalry unit and Basmachi guerrillas. The cavalry unit commander, Rahimov, ""convinces"" Sukhov to help, temporarily, with the protection of abandoned women of the Basmachi guerrilla leader Abdullah's harem. Leaving a young Red Army soldier, Petrukha, to assist Sukhov with the task, Rahimov and his cavalry unit set out to pursue fleeing Abdullah.Sukhov and women from Abdullah's harem return to a nearby shore town. Soon, looking for a seaway across the border, Abdullah and his gang come to the same town...",The White Sun of the Desert,7.5,25
"An epic portrait of late Sixties America, as seen through the portrayal of two of its children: anthropology student Daria (who's helping a property developer build a village in the Los Angeles desert) and dropout Mark (who's wanted by the authorities for allegedly killing a policeman during a student riot)...",Zabriskie Point,7.1,78
"Offbeat Civil War drama in which a wounded Yankee soldier, after finding refuge in an isolated girls' school in the South towards the end of the war, becomes the object of the young women's sexual fantasies. The soldier manipulates the situation for his own gratification, but when he refuses to completely comply with the girls' wishes, they make it very difficult for him to leave.",The Beguiled,7,86
"A dramatised historical account of the rise and fall of Urbain Grandier, a 17th-century Roman Catholic priest accused of  witchcraft following alleged demonic possessions of sexually repressed nuns.",The Devils,7.4,90
"Travelling businessman, David Mann, angers the driver of a rusty tanker whilst crossing the Californian desert. A simple trip turns deadly as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",Duel,7.2,374
"Orphaned and left in the desert as an infant, Evil Roy Slade (John Astin) grew up alone—save for his teddy bear—and mean. As an adult, he is notorious for being the ""meanest villain in the West""—so he's thrown for quite a loop when he falls for sweet schoolteacher Betsy Potter (Pamela Austin). There's also Nelson L. Stool (Mickey Rooney), a railroad tycoon, who, along with his dimwitted nephew Clifford (Henry Gibson), is trying to get revenge on Evil Roy Slade for robbing him.",Evil Roy Slade,5.9,9
Tale of torrid and forbidden love between Christie and Bates in the English countryside.,The Go-Between,6.2,24
"Joe, a young American soldier, is hit by a mortar shell on the last day of World War I. He lies in a hospital bed in a fate worse than death - a quadruple amputee who has lost his arms, legs, eyes, ears, mouth and nose. Unbeknown to his doctors, he remains conscious and able to think, thereby reliving his life through strange dreams and memories and unable to distinguish whether he is awake or dreaming. He remains frustrated by his situation, until one day when Joe discovers a unique way to communicate with his caregivers.",Johnny Got His Gun,7.2,65
"While passing through the town of Bannock, a bunch of drunken cattlemen go overboard with their celebrating and accidentally kill an old man with a stray shot. They return home to Sabbath unaware of his death. Bannock lawman Jered Maddox later arrives there to arrest everyone involved on a charge of murder. Sabbath is run by land baron Vince Bronson, a benevolent despot, who, upon hearing of the death, offers restitution for the incident.",Lawman,6.5,24
"Newly released from a mental ward, Jessica hopes to return to life the way it was before her nervous breakdown. But when Jessica moves to a country house with her husband and a close friend, she finds a mysterious girl living in there who may or may not be a vampire. Jessica's terror and paranoia resurface as evil forces surround her, making her wonder: Are the visions real or is she slipping back into madness?",Let's Scare Jessica to Death,6.6,51
"The simple story has the pair coming to the rescue of peace-loving Mormons when land-hungry Major Harriman sends his bullies to harass them into giving up their fertile valley. Trinity and Bambino manage to save the Mormons and send the bad guys packing with slapstick humor instead of excessive violence, saving the day.",They Call Me Trinity,7.5,269
"Set in cold rural Quebec at Christmas time, we follow the coming of age of a young boy and the life of his family which owns the town's general store and undertaking business.  Mon Oncle Antoine is Director Claude Jutra's masterpiece: A poignant, starkly honest, but humane film, shot through with authenticity from beginning to end.  Realized with an unflagging artistic vision, Mon Oncle Antoine poetically portrays a young boy's coming of age, vividly capturing the Quebec mining town in which he lives.",Mon oncle Antoine,8.2,6
"Henry Graham is a man with a problem: he has run through his entire inheritance, and is completely unequipped to provide for himself. His childhood guardian, Uncle Harry (a deliciously mean-spirited James Coco), refuses to give him a dime, and Henry, completely unwilling to exercise the only solution he sees--suicide-- devises a plan with the help of his imaginative butler: he can make money the old-fashioned way--he can marry it. With a temporary loan from Uncle Harry to tide him over, Henry has six weeks to find a bride, marry her, and repay the money, or else he must forfeit all his property to his uncle. With only days remaining, Henry meets clumsy, painfully shy heiress Henrietta Lowell (played by director Elaine May). She's the answer to his prayers--if only Henry can overcome the obstacles placed in his path by Uncle Harry, Henrietta's lawyer, and Henry's own reluctance to wed.",A New Leaf,7.1,29
"Biography of the last Russian Monarch, Tsar Nicholas II and his Tsarina, Alexandra.Czar Nicholas II, the inept monarch of Russia, insensitive to the needs of his people, is overthrown and exiled to Siberia with his family.",Nicholas and Alexandra,7,23
"The story of Manfred von Richtofen, the german air ace during the World War I and his struggle with the enemy aces and some jealous german officers.",Von Richthofen and Brown,6.5,4
"The Prince of Darkness casts his undead shadow once more over the cursed village of Kleinenberg when his ashes are splashed with bat's blood and Dracula is resurrected. And two innocent victims search for a missing loved one... loved to death by Dracula's mistress. But after they discover his blood-drained corpse in Dracula's castle necropolis, the Vampire Lord's lustful vengeance begins.",Scars of Dracula,5.9,31
A con artist arrives in a mining town controlled by two competing companies. Both companies think he's a famous gunfighter and try to hire him to drive the other out of town.,Support Your Local Gunfighter,6.6,21
"After saving a Black Panther from some racist cops, a black male prostitute goes on the run from ""the man"" with the help of the ghetto community and some disillusioned Hells Angels.",Sweet Sweetback's Baadasssss Song,4.7,19
"El Topo decides to confront warrior Masters on a trans-formative desert journey he begins with his 6 year old son, who must bury his childhood totems to become a man. El Topo (the mole) claims to be God, while dressed as a gunfighter in black, riding a horse through a spiritual, mystical landscape strewn with old Western movie, and ancient Eastern religious symbols. Bandits slaughtered a village on his path, so El Topo avenges the massacred, then forcibly takes their leader's woman Mara as his. El Topo's surreal way is bloody, sexual and self-reflective, musing of his own demons, as he tries to vanquish those he encounters.",El Topo,7.4,109
"In the middle of the 19th century, Kristina and Karl-Oskar live in a small rural village in Smaaland (southern Sweden). They get married and try to make a living on a small spot of land. However, the small size of their land, the infertile soil, and some bad harvests makes it tough. One of their children even starve to death. Thus, they decide to emigrate to the U.S. They meet a group of farmers with their families planing the emigration under the leadership of a banned priest. They sell everything and embark for the U.S. The journey on the sailing ship is long and tedious. Some of the emigrants will never reach the New World.",The Emigrants,6.8,25
"A mad scientist implants an electronic device into the brain of an injured soldier, which turns him into a psychotic killer.",Blood of Ghastly Horror,1.5,4
"A mysterious man John Kane (Sidney Poitier) who, when he returns to his hometown in Alabama for his sister's funeral, is thought to be an outside labor agitator - until it's revealed that he's really a heavenly messenger. The plot revolves around a strike at the town's big factory.",Brother John,6.2,5
"The vengeful Doctor rises again, seeking the Scrolls of Life in an attempt to resurrect his deceased wife.",Dr. Phibes Rises Again,6.2,37
"Set in London in the early 1970's, supposedly for teen thrills, Johnny organises a black magic ceremony in a desolate churchyard. The culmination of the ritual, however, is the rejuvenation of Dracula from shrivelled remains. Johnny, Dracula' s disciple, lures victims to the deserted graveyard for his master's pleasure and one of the victims delivered is Jessica Van Helsing. Descended from the Van Helsing line of vampire hunters her grandfather, equipped with all the devices to snare and destroy the Count, confronts his arch enemy in the age-old battle between good and evil.",Dracula A.D. 1972,6,30
"A young businessman goes to a magic expert to learn hardness and skill with his cynical and greedy collaborators. He becomes a very good tap dancer, but will he be able to get free of his old boss?",Get to Know Your Rabbit,7,3
Hapless orchestra player becomes an unwitting pawn of rival factions within the French secret service after he is chosen as a decoy by being identified as a super secret agent.,The Tall Blond Man with One Black Shoe,6.9,58
"In this first film of the Lone Wolf and Cub series, adapted from the manga by Kazuo Koike, we are told the story of the Lone Wolf and Cub's origin. Ogami Itto, the official Shogunate executioner, has been framed for disloyalty to the Shogunate by the Yagyu clan, against whom he now is waging a one-man war, along with his infant son, Daigoro.",Lone Wolf and Cub: Sword of Vengeance,7.1,36
"In the second film of the Lone Wolf and Cub series, Ogami Itto battles a group of female ninja in the employ of the Yagyu clan and must assassinate a traitor who plans to sell his clan's secrets to the Shogunate.",Lone Wolf and Cub: Baby Cart at the River Styx,7.3,38
"Chronicles the rise and fall of legendary blues singer Billie Holiday. Her late childhood, stint as a prostitute, early tours, marriages and drug addiction are featured.",Lady Sings the Blues,7.2,16
"A cynical look at the life of a not so nice country-western singer, Maury Dann - played by Rip Torn in one of his most memorable performances. He ruthlessly manipulates every one around him to suit his selfish needs...he even gets his limo driver to take the blame for the death of a fan which he stabbed.",Payday,5.6,4
"While searching for a small fortune of embezzled money, an ex-con, a small-time bandleader, his doting wife and a kooky drifter find themselves being followed. Their chase takes them to trailer camps, bingo halls, laundromats and ultimately, a showdown with a group of unconventional bad guys.",Slither,4.2,3
"Mr. Hulot is the head designer of the Altra Automotive Co. His latest invention is a newfangled camper car loaded with outrageous extra features. Along with the company's manager and publicity model, Hulot sets out from Paris with the intention of debuting the car at the annual auto show in Amsterdam. The going isn't easy, however, and the group encounters an increasingly bizarre series of hurdles and setbacks en route.",Trafic,7.4,29
"In this riot of frantic disguises and mistaken identities, Victor Pivert, a blustering, bigoted French factory owner, finds himself taken hostage by Slimane, an Arab rebel leader. The two dress up as rabbis as they try to elude not only assasins from Slimane's country, but also the police, who think Pivert is a murderer. Pivert ends up posing as Rabbi Jacob, a beloved figure who's returned to France for his first visit after 30 years in the United States. Adding to the confusion are Pivert's dentist-wife, who thinks her husband is leaving her for another woman, their daughter, who's about to get married, and a Parisian neighborhood filled with people eager to celebrate the return of Rabbi Jacob.",The Mad Adventures of Rabbi Jacob,7.1,183
Charley Varrick robs a bank in a small town with his friends. Instead of obtaining a small amount of money they discover they stole a very large amount of money belonging to the mob. Charley must now come up with a plan to not only evade the police but the mob as well.,Charley Varrick,7,57
"A low-budget, sci-fi satire that focuses on a group of scientists whose mission is to destroy unstable planets. 20 years into their mission, they have battle their alien mascot, that resembles a beach ball, as well as a ""sensitive"" and intelligent bombing device that starts to question the meaning of its existence.",Dark Star,6,120
"The film spans three days in the life of Agnes and Tobias, an upper middle class couple who share their comfortable suburban Connecticut home with her acerbic alcoholic sister Claire. It is matriarch Agnes who helps the quartet maintain a delicate balance in their lives, held together by habit, shared memories, and considerable consumption of dry martinis.",A Delicate Balance,6,1
Dracula is searching for a woman who looks like his long dead wife.,Bram Stoker's Dracula,6.4,13
"Hobos encounter a sadistic railway conductor that will not let anyone ""ride the rails"" for free.",Emperor of the North,6.8,30
"Rogue intelligence agents, right-wing politicians, greedy capitalists, and free-lance assassins plot and carry out the JFK assassination in this speculative agitprop.",Executive Action,6.2,11
"Amanda Wingfield dominates her children with her faded gentility and exaggerated tales of her Southern belle past. Her son plans escape; her daughter withdraws into a dream world. When a ""gentleman caller"" appears, things move to crisis point.",The Glass Menagerie,6.6,5
"Jack Beauregard, one of the greatest gunman of the Old West, only wants to retire in peace and move to Europe. But a young gunfighter, known as ""Nobody"", who idolizes Beauregard, wants him to go out in glory. So he arranges for Jack to face the 150-man gang known as The Wild Bunch and earn his place in history.",My Name Is Nobody,7.1,227
"Neil Agar, a security agent with the State Department, is dispatched to Peckham, California to investigate the death of a bacteriologist working at government-sponsored Brandt Research. His investigation is soon complicated by a growing number of deaths, all men who died of congestive heart failure caused by sexual exhaustion.",Invasion of the Bee Girls,4,15
"A notorious bank robber kills his wife and flees the police, only to be captured by a mysterious group of figures in an abandoned town. His beautiful daughter, Lila Lee, receives a letter stating that her father is near death and that he needs to see her. Sneaking away at night from her minister guardian, Lila embarks on a terrifying journey...",Lemora: A Child's Tale of the Supernatural,6.4,15
Arizona ants mock the food chain on their way to a desert lab to get two scientists and a woman.,Phase IV,5.9,48
A businessman's professional struggles begin to conflict with his personal life over the course of two days.,Save the Tiger,7.1,18
"Two drifters bum around, visit earthy women and discuss opening a car wash in Pittsburgh.",Scarecrow,6.8,59
"A journalist witnesses a brutal murder in a neighboring apartment, but the police do not believe that the crime took place. With the help of a private detective, she seeks out the truth.",Sisters,6.8,77
"A black man plays Uncle Tom in order to gain access to CIA training, then uses that knowledge to plot a new American Revolution.",The Spook Who Sat by the Door,7,4
A Shakespearean actor takes poetic revenge on the critics who denied him recognition.,Theatre of Blood,6.7,43
A young boxer joins a martial arts school to increase his skill so he can enter a martial arts competition. he leaves the school when he hears that a local gangster is terrorizing the town. he comes to the aid of a young singer and brings on the wrath of the local gang. he eventually enters the martial arts competition after learning iron palm technique and takes out all competition.,Five Fingers of Death,6.7,24
"Sort of a cross between ""Love Story"" and an earthy Rembrandt painting, this movie stars Rutger Hauer as a gifted Dutch sculptor who has a stormy, erotic, and star-crossed romance with a beautiful young girl. The story follows the arc of their relationship and his interaction with her family.",Turkish Delight,7,34
"Buford Pusser's a wrestler, whose wife wants him to settle down, so they go to his home town in Tennessee, where he plans to get into business with his father. But he is shocked to discover all sorts of graft and corruption going on. And when he is a victim of it and decides to strike back by running against the corrupt sheriff. And he wins and wages his own little war against them",Walking Tall,6.5,32
"Alan Bates recreates his award-winning stage role in director Harold Pinter's 1974 film verson of Simon Gray's play, about a university professor whose private life is in freefall. The cast also includes Jessica Tandy, Richard O'Callaghan, Susan Engel and Georgina Hale.",Butley,7.3,3
"A down on his luck gambler links up with free spirit Elliot Gould at first to have some fun on, but then gets into debt when Gould takes an unscheduled trip to Tijuana. As a final act of desperation, he pawns most of his possessions and goes to Reno for the poker game of a lifetime. A film set mainly in casinos and races, as the two win and lose (but mainly win), get robbed, and get blind drunk.",California Split,6.5,26
"After the death of his brother on the road, unemployed and unstable drifter Arthur Waldo stays for a while in the rural Australian town of Paris as the guest of the mayor, who hopes he will become a permanent member of the Paris population. Arthur soon realizes the quaint hamlet has a sinister secret: they orchestrate car accidents and rob the victims. Survivors are brought to the local hospital, lobotomized, and used for a local doctor's experiments.",The Cars That Ate Paris,5.1,19
"A young, white teacher is assigned to an isolated island off the coast of South Carolina populated mostly by poor black families. He finds that the basically illiterate, neglected children there know so little of the world outside their island.",Conrack,7.1,12
"A cop chases two hippies suspected of a series of Manson family-like murders; unbeknown to him, the real culprits are the living dead, brought to life with a thirst for human flesh after government officials conduct pest control experiments using subsonic waves in the area.",The Living Dead at Manchester Morgue,6.3,41
"Emmanuelle, a svelte, naive young woman, is en route to Bangkok where she'll join her new husband. He works for the French Embassy and has a lovely home, several dedicated servants, and an expensive car at his disposal. Once Emmanuelle arrives, her husband and a few friends introduce her to a realm of sexual ecstasy she'd never imagined.",Emmanuelle,4.9,74
"Bourgeois convention is demolished in Luis Buñuel’s surrealist gem. Featuring an elegant soiree with guests seated at toilet bowls, poker-playing monks using religious medals as chips, and police officers looking for a missing girl who is right under their noses, this perverse, playfully absurd comedy of non sequiturs deftly compiles many of the themes that preoccupied Buñuel throughout his career—from the hypocrisy of conventional morality to the arbitrariness of social arrangements.",The Phantom of Liberty,7.4,46
"Within the decadent walls of the Frankenstein mansion, the Baron and his depraved assistant Otto have discovered the means of creating new life. As the Baron's laboratory begins to fill up with stitched body parts, the Baroness dallies with the randy new manservant and soon the decadent, permissive household is consumed by an outrageous, bizarre, and hilarious orgy of death and dismemberment.",Flesh for Frankenstein,5.4,28
"Uganda's dictator, General Idi Amin Dada, accepts a foreign crew's request to interview and film him. He talks to the camera about his outreach to Arab nations, his goal of eradicating Israel, his views on economic policy, and his views of Nixon, Kissinger, and other world leaders. We also see him dressing down his ministers at a cabinet meeting (two weeks after this meeting, the foreign minister, whom Amin criticizes here, is murdered), supervising a war-game simulation of an invasion of Israel, visiting a village, and addressing a conclave of Ugandan physicians.",General Idi Amin Dada,6.8,6
"Insurance investigator Maindrian Pace and his team lead double-lives as unstoppable car thieves. When a South American drug lord pays Pace to steal 48 cars for him, all but one, a 1973 Ford Mustang, are in the bag. As Pace prepares to rip-off the fastback, codenamed ""Eleanor"", in Long Beach, he is unaware that his boss has tipped off the police after a business dispute.",Gone in 60 Seconds,6.5,40
"Chevy Chase makes his film debut in this riotous collection of live skits. Directed by Ken Shapiro and featuring Chase, Richard Belzer and others, The Groove Tube mocks TV Land and its trappings by spoofing kids' shows -- from a marijuana-smoking Koko the Clown who resides in Make Believe Land, to Safety Sam, the penis with a plan who gleefully informs the audience of the perils of casual sex.",The Groove Tube,5.3,3
"Harry is a retired teacher in his 70s living in the Upper West Side of New York City where his late wife and he raised his children--where he's lived all his life. When the building he lives in is torn down to make way for a parking garage, Harry and his beloved cat Tonto begin a journey across the United States, visiting his children, seeing a world he never seemed to have the time to see before, making new friends, and saying goodbye to old friends.",Harry and Tonto,7.1,26
This film recounts the history and attitudes of the opposing sides of the Vietnam War using archival news footage as well as their own film and interviews. A key theme is how attitudes of American racism and self-righteousness militarism helped create and prolong this bloody conflict. The film also endeaveors to give voice to the Vietnamese people themselves as to how the war has affected them and their reasons why they fight the United States and other western powers while showing the basic humanity of the people that US propaganda tried to dismiss.,Hearts and Minds,7.8,25
A Mexican master leads a Christ figure and other disciples to a mountain of immortal wise men.,The Holy Mountain,7.7,143
"Based on the story by Antoine deSaint-Exupery, this magical musical fable begins as a pilot (Richard Kiley) makes a forced landing on the barren Sahara Desert. He is befriended by a ""little"" prince from the planet Asteroid B-612. In the days that follow, the pilot learns of the small boy's history and planet-hopping journeys in which he met a King, a businessman, an historian, and a general. It isn't until he comes to Earth that the Little Prince learns the secrets of the importance of life from a Fox (Gene Wilder), a Snake (Bob Fosse), and the pilot.",The Little Prince,6,26
"As the result of a head injury, brilliant computer scientist Harry Benson begins to experience violent seizures. In an attempt to control the seizures, Benson undergoes a new surgical procedure in which a microcomputer is inserted into his brain. The procedure is not entirely successful.",The Terminal Man,6.1,8
"Bowie, a youthful convicted murderer, and bank robbers Chicamaw and T-Dub escape from a Mississippi chain gang in the 1930s. They hole up with a gas station attendant and continue robbing banks. Bowie, who is injured in an auto accident, takes refuge with the daughter of the gas station attendant, Keechie. They become romantically involved but their relationship is strained by Bowie's refusal to turn his back on crime. The film is based on the novel Thieves Like Us by Edward Anderson. The novel is also the source material for the 1949 film They Live by Night, directed by Nicholas Ray.",Thieves Like Us,6.2,13
"After spending decades living in the shadow of his more famous and successful sibling, Consulting Detective Sigerson Holmes (Wilder) is called upon to help solve a crucial case that leads him on a hilarious trail of false identities, stolen documents secret codes... and exposed backsides.",The Adventure of Sherlock Holmes' Smarter Brother,6.1,47
The story of a modern family bored with the hassles of the city life in Los Angeles. They head for the wilderness never to return.,The Adventures of the Wilderness Family,5,9
"Two distant cousins meet at a wedding banquet for an elderly couple. Over time, a close friendship develops between them, but their spouses begin to think that they are more than just friends.","Cousin, Cousine",7.3,4
"Dolemite is a pimp who was set up by Willie Greene and the cops, who have planted drugs, stolen furs, and guns in his trunk and got him sentenced to 20 years in jail. One day, Queen B and a warden planned to get him out of Jail and get Willie Green and Mitchell busted for what they did to him.",Dolemite,5.5,17
"Asterix and Obelix depart on an adventure to complete twelve impossible tasks to prove to Caesar that they are as strong as the Gods. You'll roar with laughter as they outwit, outrun, and generally outrage the very people who are trying to prove them ""only human"".",The Twelve Tasks of Asterix,7.3,241
"Emmanuelle returns to her husband in Hong Kong and proceeds to have several extramarital affairs -- with his knowledge, of course. Her husband's lover and American guest are both very puzzled by their openness.",Emmanuelle II,4.9,15
"Los Angeles private eye Philip Marlowe is hired by paroled convict Moose Malloy to find his girlfriend Velma, former seedy nightclub dancer.","Farewell, My Lovely",6.8,26
Two bumbling hustlers in the 1920s attempt to gain the fortune of an heiress. Nothing will stop them . Not even murder.,The Fortune,5.3,10
"""Popeye"" Doyle travels to Marsailles to find Alain Charnier, the drug smuggler that eluded him in New York.",French Connection II,6.6,95
A biplane pilot who had missed flying in WWI takes up barnstorming and later a movie career in his quest for the glory he had missed.,The Great Waldo Pepper,6,17
"Adèle Hugo, daughter of renowned French writer Victor Hugo, falls in love with British soldier Albert Pinson while living in exile off the coast of England. Though he spurns her affections, she follows him to Nova Scotia and takes on the alias of Adèle Lewly. Albert continues to reject her, but she remains obsessive in her quest to win him over. When Albert is stationed in the West Indies, Adèle once again trails him, furthering her downward spiral.",The Story of Adele H,6.9,35
"A group of old friends have a tradition of going to a public bathing house on New Years eve. Occasionally too much vodka and beer makes two of them unconscious. The problem is that one of them (Sasha) has to go to Leningrad but another one (Zhenya) goes. Zhenya wakes up at Leningrad airport. Believing that he is still in Moscow he takes a taxi and goes home. The street name, building and even apartment number, the way an apartment complex looks the same and the key coincide completely - just typical Soviet-type 'economy' architecture. Imagine the surprise of Nadya when she enters her apartment and finds a man without trousers in her bed. What's more - Nadya's fiancé also finds him there...","The Irony of Fate, or Enjoy Your Bath!",7.2,36
"When Los Angeles private detective, Harry Moseby is hired by a client to find her runaway teenage daughter, he stumbles upon a case of murder and artifact smuggling.",Night Moves,6.6,45
"David Locke (Jack Nicholson) is a world-weary American journalist who has been sent to cover a conflict in northern Africa, but he makes little progress with the story. When he discovers the body of a stranger who looks similar to him, Locke assumes the dead man's identity. However, he soon finds out that the man was an arms dealer, leading Locke into dangerous situations. Aided by a beautiful woman (Maria Schneider), Locke attempts to avoid both the police and criminals out to get him.",The Passenger,7.5,90
A survivor of an attack on a rebel group opposing the Manchu invasion of China creates the Goose Fist fighting technique and tries for revenge on a traitor.,Hand of Death,6.1,11
"Lee Long is a martial-arts champion who the police use as an undercover agent to infiltrate a drug ring responsible for importing heroin from Japan to Hong Kong. When he is identified and imprisoned, the police pressure his sister, Tina Long, to help them locate and free him. She gets the help of Lee's martial-arts school, including the powerful Sonny Kawasaka, for the inevitable battle-royale with the drug gang, which includes masters of many different 'schools' of fighting.",Sister Street Fighter,7,5
"Clint Ramsey has to leave his job working at Martin Bormann's gas station and flee after his wife is murdered by psycho cop Harry Sledge, who tries to pin the murder on Clint. Crossing America, Clint gets sexually harassed on all sides by various voluptuous nymphomaniacs, and it all ends in a literally explosive climax.",Supervixens,6.4,35
Three bizarre horror stories ending with the story of an African doll out for blood.,Trilogy of Terror,6.6,32
"Set in Bertolucci's ancestral region of Emilia, the film chronicles the lives of two men during the political turmoils that took place in Italy in the first half on the 20th century.",1900,7.5,84
"Various experiences of childhood are seen in several sequences that take place in the small town of Thiers, France. Vignettes include a boy's awakening interest in girls, couples double-dating at the movies, brothers giving their friend a haircut, a boy dealing with an abusive home life, a baby and a cat sitting by an open window, a child telling a dirty joke, and a boy who develops a crush on his friend's mother.",Small Change,7.7,23
"War correspondent Lopatin takes a 20-day-leave from his hard work at the front in 1942. He travels to faraway Tashkent to meet the family of the killed soldier and visit the film set of the screen adaptation of his war-time stories. Lopatin also manages to walk the streets of Tashkent, take part in a factory workers' meeting and have a short-lived love affair. Although with no bombings and fighting, the city dwellers breathe the atmosphere of the ongoing war.",Twenty Days Without War,6.7,6
"Bank robber Graham Dorsey spends a few hours with beautiful widow Amanda Starbuck, in which time his gang takes part in a disastrous holdup. Learning of his comrades' demise, Dorsey goes on the lam. Believing her short-term lover was killed by the law, Amanda decides to make the most of having had a liaison with the supposedly deceased desperado by writing a book about him. Much to his confusion, the still-living Dorsey watches as his name becomes legendary.",From Noon Till Three,5.5,15
